Width,Height,ClassId
33,31,End of 80 km/h zone
34,31,End of 80 km/h zone
34,32,End of 80 km/h zone
35,33,End of 80 km/h zone
34,32,End of 80 km/h zone
36,34,End of 80 km/h zone
33,31,End of 80 km/h zone
36,33,End of 80 km/h zone
38,35,End of 80 km/h zone
39,37,End of 80 km/h zone
39,38,End of 80 km/h zone
40,38,End of 80 km/h zone
42,40,End of 80 km/h zone
44,42,End of 80 km/h zone
45,44,End of 80 km/h zone
45,44,End of 80 km/h zone
47,45,End of 80 km/h zone
50,48,End of 80 km/h zone
52,50,End of 80 km/h zone
54,53,End of 80 km/h zone
58,56,End of 80 km/h zone
61,59,End of 80 km/h zone
69,63,End of 80 km/h zone
71,69,End of 80 km/h zone
81,76,End of 80 km/h zone
86,83,End of 80 km/h zone
29,29,End of 80 km/h zone
30,31,End of 80 km/h zone
31,31,End of 80 km/h zone
32,31,End of 80 km/h zone
33,32,End of 80 km/h zone
34,33,End of 80 km/h zone
34,34,End of 80 km/h zone
36,35,End of 80 km/h zone
37,36,End of 80 km/h zone
36,36,End of 80 km/h zone
37,36,End of 80 km/h zone
37,37,End of 80 km/h zone
39,38,End of 80 km/h zone
41,42,End of 80 km/h zone
42,42,End of 80 km/h zone
43,43,End of 80 km/h zone
44,45,End of 80 km/h zone
44,45,End of 80 km/h zone
46,47,End of 80 km/h zone
48,48,End of 80 km/h zone
48,50,End of 80 km/h zone
50,51,End of 80 km/h zone
51,51,End of 80 km/h zone
54,55,End of 80 km/h zone
54,56,End of 80 km/h zone
56,58,End of 80 km/h zone
59,60,End of 80 km/h zone
61,63,End of 80 km/h zone
70,71,End of 80 km/h zone
73,75,End of 80 km/h zone
26,26,End of 80 km/h zone
28,26,End of 80 km/h zone
28,26,End of 80 km/h zone
28,27,End of 80 km/h zone
29,26,End of 80 km/h zone
29,28,End of 80 km/h zone
29,27,End of 80 km/h zone
30,29,End of 80 km/h zone
32,29,End of 80 km/h zone
31,29,End of 80 km/h zone
33,29,End of 80 km/h zone
34,30,End of 80 km/h zone
35,32,End of 80 km/h zone
35,33,End of 80 km/h zone
36,34,End of 80 km/h zone
37,35,End of 80 km/h zone
37,35,End of 80 km/h zone
39,35,End of 80 km/h zone
40,37,End of 80 km/h zone
41,37,End of 80 km/h zone
41,38,End of 80 km/h zone
44,41,End of 80 km/h zone
45,42,End of 80 km/h zone
46,43,End of 80 km/h zone
49,47,End of 80 km/h zone
50,47,End of 80 km/h zone
52,49,End of 80 km/h zone
55,52,End of 80 km/h zone
59,56,End of 80 km/h zone
61,58,End of 80 km/h zone
27,26,End of 80 km/h zone
27,26,End of 80 km/h zone
29,26,End of 80 km/h zone
29,27,End of 80 km/h zone
29,28,End of 80 km/h zone
29,29,End of 80 km/h zone
30,28,End of 80 km/h zone
30,29,End of 80 km/h zone
31,32,End of 80 km/h zone
32,31,End of 80 km/h zone
33,32,End of 80 km/h zone
33,32,End of 80 km/h zone
35,34,End of 80 km/h zone
35,34,End of 80 km/h zone
37,37,End of 80 km/h zone
40,39,End of 80 km/h zone
40,40,End of 80 km/h zone
43,42,End of 80 km/h zone
45,43,End of 80 km/h zone
46,45,End of 80 km/h zone
48,46,End of 80 km/h zone
52,51,End of 80 km/h zone
54,53,End of 80 km/h zone
58,57,End of 80 km/h zone
63,62,End of 80 km/h zone
67,64,End of 80 km/h zone
76,71,End of 80 km/h zone
82,76,End of 80 km/h zone
97,87,End of 80 km/h zone
108,98,End of 80 km/h zone
28,26,End of 80 km/h zone
27,27,End of 80 km/h zone
28,26,End of 80 km/h zone
29,27,End of 80 km/h zone
29,26,End of 80 km/h zone
29,28,End of 80 km/h zone
28,28,End of 80 km/h zone
30,28,End of 80 km/h zone
30,29,End of 80 km/h zone
29,29,End of 80 km/h zone
29,30,End of 80 km/h zone
31,29,End of 80 km/h zone
32,29,End of 80 km/h zone
32,30,End of 80 km/h zone
32,30,End of 80 km/h zone
33,32,End of 80 km/h zone
32,33,End of 80 km/h zone
34,33,End of 80 km/h zone
34,33,End of 80 km/h zone
35,35,End of 80 km/h zone
37,35,End of 80 km/h zone
38,35,End of 80 km/h zone
38,35,End of 80 km/h zone
39,36,End of 80 km/h zone
39,37,End of 80 km/h zone
40,37,End of 80 km/h zone
41,38,End of 80 km/h zone
44,39,End of 80 km/h zone
45,40,End of 80 km/h zone
46,38,End of 80 km/h zone
27,25,End of 80 km/h zone
28,26,End of 80 km/h zone
28,27,End of 80 km/h zone
29,26,End of 80 km/h zone
29,28,End of 80 km/h zone
29,27,End of 80 km/h zone
29,28,End of 80 km/h zone
30,27,End of 80 km/h zone
31,29,End of 80 km/h zone
31,29,End of 80 km/h zone
32,30,End of 80 km/h zone
33,30,End of 80 km/h zone
33,32,End of 80 km/h zone
34,31,End of 80 km/h zone
36,33,End of 80 km/h zone
36,33,End of 80 km/h zone
37,34,End of 80 km/h zone
39,35,End of 80 km/h zone
39,35,End of 80 km/h zone
40,36,End of 80 km/h zone
43,38,End of 80 km/h zone
43,39,End of 80 km/h zone
45,41,End of 80 km/h zone
47,44,End of 80 km/h zone
48,44,End of 80 km/h zone
51,46,End of 80 km/h zone
54,49,End of 80 km/h zone
56,50,End of 80 km/h zone
58,53,End of 80 km/h zone
70,57,End of 80 km/h zone
27,25,End of 80 km/h zone
28,27,End of 80 km/h zone
29,27,End of 80 km/h zone
29,27,End of 80 km/h zone
29,28,End of 80 km/h zone
30,29,End of 80 km/h zone
31,30,End of 80 km/h zone
30,31,End of 80 km/h zone
31,31,End of 80 km/h zone
33,31,End of 80 km/h zone
32,33,End of 80 km/h zone
34,33,End of 80 km/h zone
35,33,End of 80 km/h zone
36,35,End of 80 km/h zone
36,34,End of 80 km/h zone
37,36,End of 80 km/h zone
36,36,End of 80 km/h zone
38,37,End of 80 km/h zone
40,38,End of 80 km/h zone
40,39,End of 80 km/h zone
40,41,End of 80 km/h zone
42,40,End of 80 km/h zone
43,42,End of 80 km/h zone
45,44,End of 80 km/h zone
46,45,End of 80 km/h zone
47,46,End of 80 km/h zone
48,47,End of 80 km/h zone
50,48,End of 80 km/h zone
56,52,End of 80 km/h zone
58,54,End of 80 km/h zone
28,26,End of 80 km/h zone
30,28,End of 80 km/h zone
29,29,End of 80 km/h zone
29,28,End of 80 km/h zone
31,32,End of 80 km/h zone
32,32,End of 80 km/h zone
33,33,End of 80 km/h zone
33,32,End of 80 km/h zone
34,32,End of 80 km/h zone
34,34,End of 80 km/h zone
37,35,End of 80 km/h zone
39,36,End of 80 km/h zone
39,36,End of 80 km/h zone
40,37,End of 80 km/h zone
40,39,End of 80 km/h zone
40,39,End of 80 km/h zone
41,40,End of 80 km/h zone
42,41,End of 80 km/h zone
44,43,End of 80 km/h zone
46,45,End of 80 km/h zone
49,48,End of 80 km/h zone
51,50,End of 80 km/h zone
53,51,End of 80 km/h zone
55,54,End of 80 km/h zone
60,57,End of 80 km/h zone
63,59,End of 80 km/h zone
68,62,End of 80 km/h zone
75,71,End of 80 km/h zone
83,81,End of 80 km/h zone
89,83,End of 80 km/h zone
29,26,End of 80 km/h zone
30,27,End of 80 km/h zone
29,28,End of 80 km/h zone
30,27,End of 80 km/h zone
30,29,End of 80 km/h zone
32,29,End of 80 km/h zone
33,31,End of 80 km/h zone
32,31,End of 80 km/h zone
32,32,End of 80 km/h zone
34,33,End of 80 km/h zone
35,36,End of 80 km/h zone
37,36,End of 80 km/h zone
37,37,End of 80 km/h zone
37,36,End of 80 km/h zone
37,38,End of 80 km/h zone
39,39,End of 80 km/h zone
40,40,End of 80 km/h zone
42,41,End of 80 km/h zone
43,43,End of 80 km/h zone
43,43,End of 80 km/h zone
44,45,End of 80 km/h zone
49,48,End of 80 km/h zone
50,49,End of 80 km/h zone
51,51,End of 80 km/h zone
54,55,End of 80 km/h zone
56,56,End of 80 km/h zone
59,59,End of 80 km/h zone
67,63,End of 80 km/h zone
71,69,End of 80 km/h zone
80,76,End of 80 km/h zone
27,25,End of 80 km/h zone
28,26,End of 80 km/h zone
27,27,End of 80 km/h zone
29,28,End of 80 km/h zone
28,27,End of 80 km/h zone
30,27,End of 80 km/h zone
30,29,End of 80 km/h zone
29,28,End of 80 km/h zone
31,30,End of 80 km/h zone
31,30,End of 80 km/h zone
31,29,End of 80 km/h zone
32,31,End of 80 km/h zone
33,30,End of 80 km/h zone
33,31,End of 80 km/h zone
34,33,End of 80 km/h zone
34,33,End of 80 km/h zone
35,33,End of 80 km/h zone
35,35,End of 80 km/h zone
37,35,End of 80 km/h zone
38,36,End of 80 km/h zone
40,38,End of 80 km/h zone
41,40,End of 80 km/h zone
42,41,End of 80 km/h zone
43,42,End of 80 km/h zone
45,44,End of 80 km/h zone
47,46,End of 80 km/h zone
49,48,End of 80 km/h zone
50,49,End of 80 km/h zone
54,52,End of 80 km/h zone
55,55,End of 80 km/h zone
26,27,End of 80 km/h zone
28,27,End of 80 km/h zone
28,28,End of 80 km/h zone
27,28,End of 80 km/h zone
29,29,End of 80 km/h zone
31,30,End of 80 km/h zone
31,30,End of 80 km/h zone
31,31,End of 80 km/h zone
31,32,End of 80 km/h zone
32,33,End of 80 km/h zone
33,33,End of 80 km/h zone
33,34,End of 80 km/h zone
34,35,End of 80 km/h zone
36,36,End of 80 km/h zone
38,36,End of 80 km/h zone
38,36,End of 80 km/h zone
38,38,End of 80 km/h zone
40,39,End of 80 km/h zone
40,40,End of 80 km/h zone
41,40,End of 80 km/h zone
42,41,End of 80 km/h zone
46,44,End of 80 km/h zone
47,45,End of 80 km/h zone
49,47,End of 80 km/h zone
53,49,End of 80 km/h zone
55,53,End of 80 km/h zone
57,54,End of 80 km/h zone
59,55,End of 80 km/h zone
63,61,End of 80 km/h zone
72,68,End of 80 km/h zone
26,26,Max Speed 100 km/h
26,26,Max Speed 100 km/h
28,28,Max Speed 100 km/h
28,28,Max Speed 100 km/h
27,28,Max Speed 100 km/h
28,29,Max Speed 100 km/h
29,30,Max Speed 100 km/h
30,31,Max Speed 100 km/h
32,32,Max Speed 100 km/h
32,32,Max Speed 100 km/h
34,33,Max Speed 100 km/h
34,33,Max Speed 100 km/h
36,34,Max Speed 100 km/h
37,37,Max Speed 100 km/h
38,37,Max Speed 100 km/h
38,37,Max Speed 100 km/h
40,41,Max Speed 100 km/h
42,42,Max Speed 100 km/h
43,44,Max Speed 100 km/h
46,46,Max Speed 100 km/h
49,49,Max Speed 100 km/h
51,51,Max Speed 100 km/h
54,56,Max Speed 100 km/h
59,61,Max Speed 100 km/h
65,68,Max Speed 100 km/h
73,76,Max Speed 100 km/h
83,83,Max Speed 100 km/h
97,103,Max Speed 100 km/h
104,112,Max Speed 100 km/h
130,146,Max Speed 100 km/h
26,27,Max Speed 100 km/h
28,26,Max Speed 100 km/h
28,27,Max Speed 100 km/h
29,26,Max Speed 100 km/h
28,27,Max Speed 100 km/h
29,27,Max Speed 100 km/h
29,29,Max Speed 100 km/h
29,29,Max Speed 100 km/h
30,30,Max Speed 100 km/h
31,29,Max Speed 100 km/h
30,30,Max Speed 100 km/h
31,30,Max Speed 100 km/h
31,32,Max Speed 100 km/h
33,33,Max Speed 100 km/h
34,34,Max Speed 100 km/h
35,33,Max Speed 100 km/h
34,35,Max Speed 100 km/h
36,35,Max Speed 100 km/h
36,36,Max Speed 100 km/h
38,35,Max Speed 100 km/h
39,37,Max Speed 100 km/h
38,37,Max Speed 100 km/h
39,38,Max Speed 100 km/h
39,40,Max Speed 100 km/h
40,41,Max Speed 100 km/h
41,42,Max Speed 100 km/h
40,42,Max Speed 100 km/h
41,44,Max Speed 100 km/h
42,44,Max Speed 100 km/h
43,47,Max Speed 100 km/h
40,37,Max Speed 100 km/h
41,38,Max Speed 100 km/h
42,39,Max Speed 100 km/h
43,40,Max Speed 100 km/h
42,41,Max Speed 100 km/h
44,41,Max Speed 100 km/h
45,41,Max Speed 100 km/h
45,43,Max Speed 100 km/h
47,42,Max Speed 100 km/h
48,44,Max Speed 100 km/h
49,44,Max Speed 100 km/h
51,46,Max Speed 100 km/h
52,47,Max Speed 100 km/h
53,48,Max Speed 100 km/h
53,49,Max Speed 100 km/h
54,51,Max Speed 100 km/h
58,55,Max Speed 100 km/h
61,56,Max Speed 100 km/h
62,60,Max Speed 100 km/h
67,61,Max Speed 100 km/h
71,65,Max Speed 100 km/h
73,69,Max Speed 100 km/h
77,72,Max Speed 100 km/h
84,78,Max Speed 100 km/h
92,84,Max Speed 100 km/h
105,94,Max Speed 100 km/h
115,105,Max Speed 100 km/h
124,113,Max Speed 100 km/h
136,123,Max Speed 100 km/h
145,131,Max Speed 100 km/h
31,30,Max Speed 100 km/h
31,32,Max Speed 100 km/h
33,32,Max Speed 100 km/h
33,32,Max Speed 100 km/h
32,32,Max Speed 100 km/h
34,34,Max Speed 100 km/h
34,34,Max Speed 100 km/h
36,35,Max Speed 100 km/h
38,37,Max Speed 100 km/h
39,38,Max Speed 100 km/h
39,38,Max Speed 100 km/h
39,40,Max Speed 100 km/h
40,40,Max Speed 100 km/h
42,42,Max Speed 100 km/h
43,43,Max Speed 100 km/h
44,44,Max Speed 100 km/h
47,46,Max Speed 100 km/h
49,49,Max Speed 100 km/h
50,50,Max Speed 100 km/h
53,53,Max Speed 100 km/h
56,55,Max Speed 100 km/h
57,58,Max Speed 100 km/h
59,59,Max Speed 100 km/h
68,64,Max Speed 100 km/h
75,72,Max Speed 100 km/h
83,80,Max Speed 100 km/h
92,86,Max Speed 100 km/h
99,96,Max Speed 100 km/h
111,107,Max Speed 100 km/h
129,125,Max Speed 100 km/h
31,31,Max Speed 100 km/h
31,30,Max Speed 100 km/h
31,32,Max Speed 100 km/h
31,32,Max Speed 100 km/h
33,32,Max Speed 100 km/h
33,33,Max Speed 100 km/h
35,34,Max Speed 100 km/h
35,35,Max Speed 100 km/h
37,37,Max Speed 100 km/h
37,37,Max Speed 100 km/h
37,37,Max Speed 100 km/h
39,38,Max Speed 100 km/h
39,40,Max Speed 100 km/h
41,42,Max Speed 100 km/h
43,43,Max Speed 100 km/h
44,44,Max Speed 100 km/h
46,45,Max Speed 100 km/h
46,47,Max Speed 100 km/h
49,49,Max Speed 100 km/h
51,50,Max Speed 100 km/h
52,53,Max Speed 100 km/h
56,55,Max Speed 100 km/h
58,58,Max Speed 100 km/h
60,61,Max Speed 100 km/h
63,62,Max Speed 100 km/h
68,68,Max Speed 100 km/h
75,74,Max Speed 100 km/h
83,84,Max Speed 100 km/h
93,93,Max Speed 100 km/h
103,104,Max Speed 100 km/h
33,33,Max Speed 100 km/h
34,33,Max Speed 100 km/h
33,34,Max Speed 100 km/h
34,34,Max Speed 100 km/h
36,35,Max Speed 100 km/h
36,36,Max Speed 100 km/h
38,37,Max Speed 100 km/h
38,38,Max Speed 100 km/h
38,39,Max Speed 100 km/h
41,40,Max Speed 100 km/h
41,41,Max Speed 100 km/h
42,42,Max Speed 100 km/h
43,43,Max Speed 100 km/h
46,47,Max Speed 100 km/h
47,47,Max Speed 100 km/h
48,49,Max Speed 100 km/h
53,52,Max Speed 100 km/h
52,52,Max Speed 100 km/h
56,57,Max Speed 100 km/h
58,59,Max Speed 100 km/h
60,60,Max Speed 100 km/h
65,65,Max Speed 100 km/h
70,71,Max Speed 100 km/h
76,76,Max Speed 100 km/h
83,82,Max Speed 100 km/h
92,92,Max Speed 100 km/h
105,105,Max Speed 100 km/h
116,117,Max Speed 100 km/h
133,133,Max Speed 100 km/h
146,147,Max Speed 100 km/h
36,36,Max Speed 100 km/h
38,38,Max Speed 100 km/h
37,38,Max Speed 100 km/h
37,38,Max Speed 100 km/h
38,37,Max Speed 100 km/h
38,37,Max Speed 100 km/h
38,38,Max Speed 100 km/h
40,39,Max Speed 100 km/h
40,40,Max Speed 100 km/h
42,42,Max Speed 100 km/h
41,41,Max Speed 100 km/h
44,43,Max Speed 100 km/h
43,43,Max Speed 100 km/h
45,45,Max Speed 100 km/h
45,46,Max Speed 100 km/h
45,45,Max Speed 100 km/h
46,45,Max Speed 100 km/h
45,46,Max Speed 100 km/h
48,48,Max Speed 100 km/h
53,54,Max Speed 100 km/h
57,57,Max Speed 100 km/h
58,57,Max Speed 100 km/h
62,61,Max Speed 100 km/h
68,68,Max Speed 100 km/h
70,70,Max Speed 100 km/h
69,70,Max Speed 100 km/h
82,82,Max Speed 100 km/h
88,87,Max Speed 100 km/h
98,97,Max Speed 100 km/h
107,108,Max Speed 100 km/h
32,32,Max Speed 100 km/h
33,33,Max Speed 100 km/h
33,33,Max Speed 100 km/h
35,34,Max Speed 100 km/h
36,37,Max Speed 100 km/h
33,34,Max Speed 100 km/h
36,35,Max Speed 100 km/h
36,35,Max Speed 100 km/h
37,37,Max Speed 100 km/h
37,38,Max Speed 100 km/h
38,38,Max Speed 100 km/h
39,38,Max Speed 100 km/h
38,38,Max Speed 100 km/h
40,39,Max Speed 100 km/h
41,41,Max Speed 100 km/h
45,45,Max Speed 100 km/h
49,49,Max Speed 100 km/h
51,51,Max Speed 100 km/h
54,53,Max Speed 100 km/h
56,55,Max Speed 100 km/h
57,57,Max Speed 100 km/h
61,62,Max Speed 100 km/h
70,70,Max Speed 100 km/h
71,71,Max Speed 100 km/h
76,75,Max Speed 100 km/h
87,84,Max Speed 100 km/h
93,94,Max Speed 100 km/h
103,103,Max Speed 100 km/h
132,130,Max Speed 100 km/h
154,154,Max Speed 100 km/h
31,31,Max Speed 100 km/h
31,30,Max Speed 100 km/h
31,30,Max Speed 100 km/h
30,29,Max Speed 100 km/h
30,31,Max Speed 100 km/h
32,32,Max Speed 100 km/h
35,33,Max Speed 100 km/h
34,34,Max Speed 100 km/h
34,34,Max Speed 100 km/h
35,35,Max Speed 100 km/h
37,35,Max Speed 100 km/h
38,36,Max Speed 100 km/h
37,36,Max Speed 100 km/h
38,36,Max Speed 100 km/h
39,38,Max Speed 100 km/h
40,39,Max Speed 100 km/h
42,41,Max Speed 100 km/h
42,39,Max Speed 100 km/h
43,40,Max Speed 100 km/h
45,45,Max Speed 100 km/h
48,46,Max Speed 100 km/h
49,48,Max Speed 100 km/h
53,50,Max Speed 100 km/h
55,54,Max Speed 100 km/h
57,56,Max Speed 100 km/h
60,58,Max Speed 100 km/h
64,60,Max Speed 100 km/h
71,67,Max Speed 100 km/h
83,77,Max Speed 100 km/h
86,81,Max Speed 100 km/h
28,27,Max Speed 100 km/h
28,27,Max Speed 100 km/h
27,28,Max Speed 100 km/h
30,30,Max Speed 100 km/h
32,30,Max Speed 100 km/h
32,31,Max Speed 100 km/h
32,30,Max Speed 100 km/h
32,30,Max Speed 100 km/h
34,31,Max Speed 100 km/h
34,33,Max Speed 100 km/h
34,33,Max Speed 100 km/h
36,34,Max Speed 100 km/h
34,32,Max Speed 100 km/h
34,34,Max Speed 100 km/h
36,34,Max Speed 100 km/h
37,36,Max Speed 100 km/h
36,36,Max Speed 100 km/h
37,36,Max Speed 100 km/h
37,37,Max Speed 100 km/h
39,38,Max Speed 100 km/h
38,38,Max Speed 100 km/h
41,40,Max Speed 100 km/h
40,40,Max Speed 100 km/h
41,41,Max Speed 100 km/h
43,41,Max Speed 100 km/h
45,42,Max Speed 100 km/h
44,44,Max Speed 100 km/h
45,44,Max Speed 100 km/h
46,44,Max Speed 100 km/h
50,48,Max Speed 100 km/h
32,32,Max Speed 100 km/h
33,33,Max Speed 100 km/h
32,32,Max Speed 100 km/h
34,34,Max Speed 100 km/h
33,34,Max Speed 100 km/h
35,35,Max Speed 100 km/h
34,35,Max Speed 100 km/h
36,36,Max Speed 100 km/h
35,38,Max Speed 100 km/h
37,38,Max Speed 100 km/h
36,39,Max Speed 100 km/h
38,38,Max Speed 100 km/h
39,40,Max Speed 100 km/h
38,40,Max Speed 100 km/h
39,39,Max Speed 100 km/h
40,41,Max Speed 100 km/h
41,41,Max Speed 100 km/h
41,42,Max Speed 100 km/h
41,43,Max Speed 100 km/h
42,44,Max Speed 100 km/h
44,46,Max Speed 100 km/h
46,46,Max Speed 100 km/h
46,47,Max Speed 100 km/h
47,49,Max Speed 100 km/h
48,49,Max Speed 100 km/h
50,51,Max Speed 100 km/h
50,51,Max Speed 100 km/h
52,53,Max Speed 100 km/h
55,55,Max Speed 100 km/h
57,58,Max Speed 100 km/h
32,32,Max Speed 100 km/h
33,33,Max Speed 100 km/h
35,35,Max Speed 100 km/h
35,35,Max Speed 100 km/h
36,36,Max Speed 100 km/h
36,36,Max Speed 100 km/h
37,38,Max Speed 100 km/h
38,39,Max Speed 100 km/h
39,40,Max Speed 100 km/h
39,39,Max Speed 100 km/h
40,40,Max Speed 100 km/h
41,42,Max Speed 100 km/h
41,42,Max Speed 100 km/h
42,42,Max Speed 100 km/h
46,45,Max Speed 100 km/h
45,47,Max Speed 100 km/h
47,47,Max Speed 100 km/h
50,49,Max Speed 100 km/h
50,51,Max Speed 100 km/h
51,52,Max Speed 100 km/h
53,53,Max Speed 100 km/h
55,56,Max Speed 100 km/h
56,56,Max Speed 100 km/h
58,58,Max Speed 100 km/h
60,59,Max Speed 100 km/h
67,64,Max Speed 100 km/h
71,69,Max Speed 100 km/h
74,71,Max Speed 100 km/h
76,74,Max Speed 100 km/h
86,85,Max Speed 100 km/h
28,29,Max Speed 100 km/h
28,29,Max Speed 100 km/h
29,29,Max Speed 100 km/h
30,29,Max Speed 100 km/h
30,29,Max Speed 100 km/h
30,30,Max Speed 100 km/h
30,31,Max Speed 100 km/h
32,31,Max Speed 100 km/h
30,31,Max Speed 100 km/h
30,31,Max Speed 100 km/h
32,32,Max Speed 100 km/h
32,33,Max Speed 100 km/h
34,33,Max Speed 100 km/h
34,33,Max Speed 100 km/h
34,34,Max Speed 100 km/h
37,35,Max Speed 100 km/h
37,37,Max Speed 100 km/h
39,38,Max Speed 100 km/h
40,39,Max Speed 100 km/h
41,40,Max Speed 100 km/h
42,41,Max Speed 100 km/h
43,41,Max Speed 100 km/h
43,42,Max Speed 100 km/h
47,46,Max Speed 100 km/h
49,47,Max Speed 100 km/h
50,49,Max Speed 100 km/h
53,52,Max Speed 100 km/h
55,54,Max Speed 100 km/h
57,55,Max Speed 100 km/h
59,58,Max Speed 100 km/h
31,31,Max Speed 100 km/h
30,30,Max Speed 100 km/h
32,32,Max Speed 100 km/h
32,32,Max Speed 100 km/h
32,34,Max Speed 100 km/h
32,33,Max Speed 100 km/h
33,34,Max Speed 100 km/h
35,36,Max Speed 100 km/h
35,35,Max Speed 100 km/h
36,36,Max Speed 100 km/h
37,38,Max Speed 100 km/h
38,38,Max Speed 100 km/h
38,39,Max Speed 100 km/h
40,41,Max Speed 100 km/h
39,40,Max Speed 100 km/h
39,41,Max Speed 100 km/h
40,43,Max Speed 100 km/h
42,43,Max Speed 100 km/h
43,44,Max Speed 100 km/h
45,47,Max Speed 100 km/h
46,47,Max Speed 100 km/h
49,52,Max Speed 100 km/h
50,51,Max Speed 100 km/h
54,55,Max Speed 100 km/h
55,58,Max Speed 100 km/h
58,59,Max Speed 100 km/h
60,62,Max Speed 100 km/h
67,73,Max Speed 100 km/h
69,76,Max Speed 100 km/h
74,83,Max Speed 100 km/h
35,35,Max Speed 100 km/h
35,36,Max Speed 100 km/h
37,36,Max Speed 100 km/h
37,37,Max Speed 100 km/h
38,37,Max Speed 100 km/h
39,39,Max Speed 100 km/h
39,37,Max Speed 100 km/h
40,40,Max Speed 100 km/h
43,42,Max Speed 100 km/h
43,43,Max Speed 100 km/h
44,43,Max Speed 100 km/h
44,44,Max Speed 100 km/h
47,46,Max Speed 100 km/h
47,48,Max Speed 100 km/h
49,49,Max Speed 100 km/h
51,51,Max Speed 100 km/h
52,52,Max Speed 100 km/h
55,54,Max Speed 100 km/h
55,54,Max Speed 100 km/h
58,58,Max Speed 100 km/h
62,62,Max Speed 100 km/h
65,65,Max Speed 100 km/h
71,71,Max Speed 100 km/h
76,76,Max Speed 100 km/h
82,84,Max Speed 100 km/h
93,94,Max Speed 100 km/h
101,105,Max Speed 100 km/h
112,115,Max Speed 100 km/h
130,130,Max Speed 100 km/h
144,149,Max Speed 100 km/h
34,34,Max Speed 100 km/h
34,33,Max Speed 100 km/h
35,34,Max Speed 100 km/h
36,35,Max Speed 100 km/h
37,35,Max Speed 100 km/h
38,35,Max Speed 100 km/h
37,35,Max Speed 100 km/h
39,36,Max Speed 100 km/h
39,38,Max Speed 100 km/h
40,39,Max Speed 100 km/h
40,39,Max Speed 100 km/h
43,40,Max Speed 100 km/h
44,40,Max Speed 100 km/h
44,42,Max Speed 100 km/h
46,44,Max Speed 100 km/h
47,42,Max Speed 100 km/h
49,46,Max Speed 100 km/h
49,46,Max Speed 100 km/h
51,48,Max Speed 100 km/h
53,50,Max Speed 100 km/h
55,50,Max Speed 100 km/h
57,52,Max Speed 100 km/h
59,56,Max Speed 100 km/h
60,56,Max Speed 100 km/h
63,60,Max Speed 100 km/h
72,63,Max Speed 100 km/h
72,62,Max Speed 100 km/h
80,69,Max Speed 100 km/h
85,72,Max Speed 100 km/h
89,77,Max Speed 100 km/h
31,31,Max Speed 100 km/h
32,32,Max Speed 100 km/h
33,32,Max Speed 100 km/h
33,34,Max Speed 100 km/h
33,33,Max Speed 100 km/h
36,36,Max Speed 100 km/h
37,35,Max Speed 100 km/h
38,38,Max Speed 100 km/h
39,38,Max Speed 100 km/h
39,39,Max Speed 100 km/h
41,40,Max Speed 100 km/h
41,40,Max Speed 100 km/h
42,42,Max Speed 100 km/h
44,44,Max Speed 100 km/h
47,47,Max Speed 100 km/h
47,47,Max Speed 100 km/h
51,51,Max Speed 100 km/h
52,52,Max Speed 100 km/h
56,56,Max Speed 100 km/h
58,58,Max Speed 100 km/h
62,61,Max Speed 100 km/h
69,69,Max Speed 100 km/h
72,72,Max Speed 100 km/h
72,73,Max Speed 100 km/h
86,85,Max Speed 100 km/h
97,97,Max Speed 100 km/h
103,103,Max Speed 100 km/h
113,113,Max Speed 100 km/h
140,140,Max Speed 100 km/h
175,176,Max Speed 100 km/h
29,29,Max Speed 100 km/h
29,29,Max Speed 100 km/h
30,30,Max Speed 100 km/h
32,32,Max Speed 100 km/h
32,32,Max Speed 100 km/h
33,33,Max Speed 100 km/h
33,33,Max Speed 100 km/h
33,34,Max Speed 100 km/h
33,33,Max Speed 100 km/h
33,33,Max Speed 100 km/h
35,35,Max Speed 100 km/h
35,35,Max Speed 100 km/h
37,36,Max Speed 100 km/h
37,37,Max Speed 100 km/h
39,39,Max Speed 100 km/h
40,40,Max Speed 100 km/h
40,40,Max Speed 100 km/h
40,40,Max Speed 100 km/h
42,41,Max Speed 100 km/h
43,42,Max Speed 100 km/h
44,45,Max Speed 100 km/h
46,46,Max Speed 100 km/h
47,46,Max Speed 100 km/h
50,49,Max Speed 100 km/h
53,51,Max Speed 100 km/h
56,54,Max Speed 100 km/h
56,54,Max Speed 100 km/h
59,57,Max Speed 100 km/h
69,64,Max Speed 100 km/h
73,71,Max Speed 100 km/h
27,26,Max Speed 100 km/h
29,27,Max Speed 100 km/h
29,28,Max Speed 100 km/h
31,29,Max Speed 100 km/h
31,29,Max Speed 100 km/h
31,29,Max Speed 100 km/h
31,30,Max Speed 100 km/h
31,30,Max Speed 100 km/h
32,31,Max Speed 100 km/h
32,31,Max Speed 100 km/h
32,32,Max Speed 100 km/h
34,34,Max Speed 100 km/h
34,33,Max Speed 100 km/h
35,34,Max Speed 100 km/h
36,34,Max Speed 100 km/h
38,37,Max Speed 100 km/h
38,38,Max Speed 100 km/h
39,38,Max Speed 100 km/h
41,39,Max Speed 100 km/h
41,40,Max Speed 100 km/h
45,45,Max Speed 100 km/h
46,46,Max Speed 100 km/h
47,46,Max Speed 100 km/h
48,49,Max Speed 100 km/h
53,54,Max Speed 100 km/h
55,55,Max Speed 100 km/h
58,58,Max Speed 100 km/h
60,61,Max Speed 100 km/h
